ASJP_NAME,AUTHOR,YEAR,TITLE_ETC,LIST_MADE_BY
SAFWA,"Nurse, Derek and Gérard Philippson",1975/99,The Tanzanian Language Survey. http://www.cbold.ish-lyon.cnrs.fr/.,SW/GS
SAGADIN_TSEZ,"Khalilov, Madzhid Sh.",2015,"Tsez (Dialect Sagadin) dictionary. In: Key, Mary Ritchie and Comrie, Bernard (eds.), The Intercontinental Dictionary Series. Leipzig: Max Planck Institute for Evolutionary Anthropology. (Available online at http://ids.clld.org/contributions/55.)",AM
SAGAKAKAN,"Derive, Marie-Jo",1990,Étude dialectologique de l'aire manding de Côte d'Ivoire. Fascicule 1. Paris: Peeters.,SW
SAGALA,"Gonzales, Rhonda Marie.",2002,"Continuity and change: Thought, belief, and practice in the history of the Ruvu peoples of Central East Tanzania, C. 200 B.C. To A.D. 1800. Los Angeles: University of California, Los Angeles Ph.D. dissertation.",TVV
SAGHALA,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
SAHARAN_ARABIC,"Koelle, Sigismund Wilhelm",1963 [1854],"Polyglotta africana, or a comparative vocabulary of nearly three hundred words and phrases in more than one hundred distinct African languages. London: Church Missionary House.",SW/GS
SAHO,"Black, Paul David",1974,"Lowland East Cushitic: Subgrouping and reconstruction. Ph.D. dissertation, Yale University.",AM
SAHO_2,"Bender, M. Lionel",1971,The languages of Ethiopia: A new lexicostatistic classification and some problems of diffusion. Anthropological Linguistics 13. 165-288.,AM
SAHU,The Rosetta Project,n.d.,[Data supplied by Timothy Usher.],SW
SAISIYAT,,,[http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007).],AM
SAKAO,"Touati, Benjamin",2014,"Description du sakao, langue océanienne du nord-est Santo (Vanuatu). Ph.D. dissertation, Université de la Sorbonne (Paris IV).",MSD
SAKAO_2,"Guy, J. B. M.",1974,"A Grammar of the Nortern Dialect of Sakao (Pacific Linguistics: Series B 33). Canberra: Research School of Pacific and Asian Studies, Australian National University.",MSD
SAKATA,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
SAKATA_2,,,,SW/GS
SAKATA_KESHA,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
SAKATA_KIBAI,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
SAKATA_KUTU,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
SAKE,"Van der Veen, Lolke",2011,Projet ALGAB (Atlas Linguistique du Gabon). RefLex.,SW/GS
SAKE_1,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
SAKE_2,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
SAKETA,,,,AKW
SAKHA,,,,
SAKHA_2,"Straughn, Christopher A.",2006,"Sakha-English Dictionary.; ?????????, ?. ?. and ?. ?. ?????????. 1968. ?????????-??????? ???????. ??????: ????????? ????????????.; ????????, ?. ?. (ed.). 1972. ???????-??????? ???????. ??????: ????????? ????????????.; http://northeuralex.org/languages/sah (accessed 2020-01-27).",SW
SAKHALIN_AINU,"Murasaki, Ky??ko",1976,Karafuto Ainugo (Sakhalin Ainu).,AM
SAKI,"Z'graggen, Johannes A.",1980,"A Comparative Word List of the Northern Adelbert Range Languages, Madang Province, Papua New Guinea. Pacific Linguistics D-31. Canberra: Australian National University.",CB
SALAKO_BADAMEA,"Adelaar, Karl Alexander",2005,Salako or Badamea. Wiesbaden: Harrassowitz.,AKW
SALAR,"Tenishev, E. R. (ed.).",1997,Sravnitel'no-istoricheskaja grammatika turkskih jazykov: Leksika. Moskva: Nauka.,DE/VV
SALAR_2,,,"[A Chinese-Salar dictionary, information missing.]",AM
SALAWATI_MAAYA,"Remijsen, Albert C. L.",2001,Word-prosodic systems of Raja Ampat languages. The Netherlands: Landelijke Onderzoekschool Taalwetenschap (Netherlands Graduate School of Linguistics).,VV
SALIBA_COLUMBIA,"Huber, Randall Q. and Robert B. Reed",1992,"Comparative Vocabulary: Selected Words in Indigenous Languages of Colombia. Bogotá, Colombia: Summer Institute of Linguistics.",CB
SALIBA_PAPUA_NEWGUINEA,,,http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007),AM
SALINAN,"Mason, J. Alden",1918,The language of the Salinan Indians. Berkeley: University of California Press.,CB
SALISH_STRAITS,,,http://www.cas.unt.edu/~montler/Saanich/WordList/index.htm,AM
SALKA,"Blench, Roger",n.d.,The West Kainji Languages of Northwestern Nigeria: Comparative Wordlist . Accessed 11 March 2008.,VV
SALLANDS,"Kuijk, G. W.",1993,Grammatica van het De?venter dialect. Deventer: Boekhandel Praamstra.,TVV
SALT_YUI,"Irwin, Barry",1974,"Salt-Yui Grammar (Pacific Linguistics: Series B 35). Canberra: Research School of Pacific and Asian Studies, Australian National University.",MSD
SALU_HUHU,"Smith, Beverly Kean",2007,"A phonological reconstruction of Proto-Pitu Ulunna Salu. M.A. Thesis, Univ. of Texas, Arlington, 1993. Ann Arbor: UMI.",AKW
SALU_MAKA,"Smith, Beverly Kean",2007,"A phonological reconstruction of Proto-Pitu Ulunna Salu. M.A. Thesis, Univ. of Texas, Arlington, 1993. Ann Arbor: UMI.",AKW
SALUDENGAN,"Smith, Beverly Kean",2007,"A phonological reconstruction of Proto-Pitu Ulunna Salu. M.A. Thesis, Univ. of Texas, Arlington, 1993. Ann Arbor: UMI.",AKW
SAMA,"Koelle, Sigismund Wilhelm",1963 [1854],"Polyglotta africana, or a comparative vocabulary of nearly three hundred words and phrases in more than one hundred distinct African languages. London: Church Missionary House.",SW/GS
SAMAL,"Reid, Lawrence A. (ed.)",1971,Philippine Minor Languages: Word Lists and Phonologies. Oceanic Linguistics Special Publication No. 8. Honolulu: University of Hawai'i Press.,AKW
SAMAP,"Sanders, Joy and Arden G. Sanders",1980,"Dialect survey of the Kamasau language. Papers in New Guinea Linguistics, No. 20. Pacific Linguistics Series A, No. 56. Canberra: Department of Linguistics, Research School of Pacific Studies, The Australian National University",SW
SAMAROKENA_TOMAYO,"Stokhof, W. A. L.",1983,"Holle Lists: Vocabularies in Languages of Indonesia, Vol.5/2: Irian Jaya: Papuan Languages, Northern Languages, Central Highlands Languages (Pacific Linguistics: Series D 53). Research School of Pacific and Asian Studies, The Australian National University.",MSD
SAMAYE,"Van der Veen, Lolke",2011,Projet ALGAB (Atlas Linguistique du Gabon). RefLex.,SW/GS
SAMAYE_2,"Van der Veen, Lolke",2011,Projet ALGAB (Atlas Linguistique du Gabon). RefLex.,SW/GS
SAMBA,"Koni Muluwa, Joseph and Koen Bostoen",2015,"Lexique comparé des langues bantu du Kwilu (République démocratique du Congo) - Français – anglais – 21 langues bantu (B, C, H, K, L). Köln: Rüdiger Köppe Verlag.",SW/GS
SAMBA_DAGA,"Boyd, Raymond",1994,Historical perspectives on Chamba Daka. Köln: Rüdiger Köppe.,JB
SAMBA_LEKO,"Fabre, Anne Gwenaelle",2003,"Étude du Samba Leko, parler d'allani. München: Lincom Europa.",AKW
SAMBAL,"Reed, W. A.",1904,"Distribution of Negritos. In Negritos of Zambales (Ethnological Survey Publications 2:1), 13-23. Manila: Bureau of Public Printing.",JB
SAMBAL_BOTOLAN,"Reid, Lawrence A. (ed.)",1971,Philippine minor languages. University of Hawaii Press.,
SAMBE,"Blench, Roger",2006,"The Sambe language of Central Nigeria and its affinities. pdf MS fr September 17, 2006.",VV
SAMBE_2,"Blench, Roger M.",2010,The Sambe language of Central Nigeria and its affinities. Cambridge: Mallam Dendo.,SW/GS
SAMBIO,"Hooley, Bruce A.",1971,"Austronesian languages of the Morobe district, Papua. Oceanic Linguistics 10(2). 79-151. Honolulu: The University Press of Hawaii.",AKW
SAMIA,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
SAMIHIM,"Hudson, Alfred B.",1967,"The Barito isolects of Borneo: A classification based on comparative reconstructions and lexicostatistics. Ithaca, New York: Southeast Asia Program, Department of Asian Studies, Cornell University.",AM
SAMISH,"Galloway, Brent D.",1990,"A phonology, morphology, and classified word list for the Samish dialect of Straits Salish. Canadian Ethnology Service, Mercury Series Paper 116. Canadian Museum of Civilization.",PB/DB
SAMO,"Shaw, R. Daniel",1986,The Bosavi language family. Papers in New Guinea linguistics 24. 45-76. Pacific Linguistics A-70. Canberra: Australian National University.,MD/OB
SAMO_MATYA,"Morse, Mary Lynn",1967,The Question of 'Samogo'. Journal of African Languages 6.61-80.,JB
SAMO_MATYA_2,"Morris, Pamela, François Sama, Jérémie Sama, and Jean-Pierre Drabo",2011,"Lexique San Matya avec guide d’orthographe. Tougan, Burkina Faso: Association nationale pour la traduction de la Bible et alphabétisation (ANTBA).",SW/GS
SAMO_MAYA,"Morris, Pamela, Marc Koussoubé, and Pascal Seme",2011,"Lexique San Mayaa avec guide d’orthographe. Tougan, Burkina Faso: Association nationale pour la traduction de la Bible et alphabétisation (ANTBA).",SW/GS
SAMOAN,"Allardice, R. W.",1985,A simplified dictionary of Modern Samoan. Auckland: Polynesian Press.,CB
SAMOAN_2,"Biggs, Bruce",1972,"[Bruce Biggs' 1972 collection of Polynesian word lists, provided by Andrew Pawley.]",PB
SAMOSA,"Z'graggen, Johannes A.",1980,"A comparative word list of the Rai Coast languages, Madang Province, Papua New Guinea. Pacific Linguistics D-32. Canberra: Australian National University.",CB
SAMPANG,"Hodgson, Brian Houghton",1857,Comparative vocabulary of the several languages (dialects) of the celebrated people called Kirantis. Journal of the Asiatic Society of Bengal 26. 333-371.,JB
SAMPUR,"Vossen, Rainer",1982,The Eastern Nilotes. Linguistic and historical reconstructions. Berlin: Dietrich Reimer Verlag.,VV
SAMRE,"Ploykaew, Pornsawan",2001,Samre grammar. Bangkok: Dissertation.,
SAN_ANDRES_ARABIC_1,"Martínez, Albarracín, Carlos Jair",2011,La lengua árabe en San Andrés Isla. München: Lincom.,AM
SAN_ANDRES_ARABIC_2,"Martínez, Albarracín, Carlos Jair",2011,La lengua árabe en San Andrés Isla. München: Lincom.,AM
SAN_ANDRES_ARABIC_3,"Martínez, Albarracín, Carlos Jair",2011,La lengua árabe en San Andrés Isla. München: Lincom.,AM
SAN_ANDRES_TEOTILALPAM_CUICATEC,"López, Fidel Serafín",1958,Word list recorded in the San Andrés Teotilalpam dialect of Cuicateco. Ms.,MSD
SAN_BARTOLOME_AYAUTLA,"Kirk, Paul Livingston",1966,"Proto-Mazatec phonology. Ph.D. Dissertation, University of Washington. Ann Arbor, Michigan: University Microfilms, Inc.",AKW
SAN_CARLOS,"Hoijer, Harry",1956,The chronology of the Athapaskan languages. International Journal of American Linguistics 22. 219-232.,OB
SAN_FRANCISCO_DEL_MAR_HUAVE,"Kim, Yuni",2008,Topics in the phonology and morphology of San Francisco del Mar Huave. Berkeley: Dissertation.,
SAN_JERONIMO_TECOATL,"Kirk, Paul Livingston",1966,"Proto-Mazatec phonology. Ph.D. Dissertation, University of Washington. Ann Arbor, Michigan: University Microfilms, Inc.",AKW
SAN_JUAN_CHIQUIHUITLAN,"Kirk, Paul Livingston",1966,"Proto-Mazatec phonology. Ph.D. Dissertation, University of Washington. Ann Arbor, Michigan: University Microfilms, Inc.",AKW
SAN_LORENZO_CUAUNECUILTITLA,"Kirk, Paul Livingston",1966,"Proto-Mazatec phonology. Ph.D. Dissertation, University of Washington. Ann Arbor, Michigan: University Microfilms, Inc.",AKW
SAN_LUIS_TEMALACAYUCA_POPOLOCA,"Austin K., Jeanne and Kalstrom D. Marjorie",2005,"Diccionario ilustrado: Popoloca de San Luis Temalacayuca. Mexico, D.F.: Instituto Lingüístico de Verano.",MSD
SAN_MARTIN_PERAS_MIXTEC,"Ostrove, Jason",2018,"When phi-Agreement Targets Topics: The view from San Martín Peras Mixtec. Ph.D. dissertation, University of California at Santa Cruz.",MSD
SAN_MIGUEL_SOYOLTEPEC,"Kirk, Paul Livingston",1966,"Proto-Mazatec phonology. Ph.D. Dissertation, University of Washington. Ann Arbor, Michigan: University Microfilms, Inc.",AKW
SAN_PEDRO_AMUZGOS_AMUZGO,"Steward, Cloyd and Ruth D. Steward",2000,"Diccionario amuzgo de San Pedro Amuzgos Oaxaca. (Serie de vocabularios y diccionarios indígenas ""Mariano Silva y Aceves"", 44.) México, D. F.: Instituto Lingüístico de Verano.",CB
SAN_PEDRO_IXCATLAN,"Kirk, Paul Livingston",1966,"Proto-Mazatec phonology. Ph.D. Dissertation, University of Washington. Ann Arbor, Michigan: University Microfilms, Inc.",MSD
SAN_PEDRO_QUIATONI_ZAPOTEC,,,http://www.sil.org/mexico/WorkPapers/WP001-PDF/BasicVocabZapotec.pdf. [Data supplied by Stephen Marlett.],AM
SANAPANA_ANGAITE,"Sammons, Ruth",2015,"Sanapaná (Dialect Angaité) dictionary. In: Key, Mary Ritchie and Comrie, Bernard (eds.), The Intercontinental Dictionary Series. Leipzig: Max Planck Institute for Evolutionary Anthropology. (Available online at http://ids.clld.org/contributions/298.)",AM
SANAPANA_ENLHET,"Unruh, Ernesto and Hannes Kalisch",2015,"Sanapaná (Dialect Enlhet) dictionary. In: Key, Mary Ritchie and Comrie, Bernard (eds.), The Intercontinental Dictionary Series. Leipzig: Max Planck Institute for Evolutionary Anthropology. (Available online at http://ids.clld.org/contributions/299.)",AM
SANDAWE,,,The UCLA Phonetics Lab Archive: Sandawe. http://archive.phonetics.ucla.edu/Language/SAD/sad.html,AM
SANDNES_NORWEGIAN,"Bergsland, Knut and Hans Vogt",1962,On the validity of glottochronology. Current Anthropology 3. 115-153,
SANDONG_SUI,"Burusphat, Somsonge, Wei Xuecun and Jerold A. Edmondson",2003,Sui-Chinese-Thai-English Dictionary. Salaya: Mahidol University.,AM
SANGA,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
SANGIL,"Sneddon, James Neil",1984,"Proto-Sangiric and the Sangiric Languages. Pacific linguistics / Linguistic Circle of Canberra: Series B, Monographs Vol. 91. Canberra: Dept. of Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",AKW
SANGIL_SARANGANI_ISLANDS,"Reid, Lawrence A. (ed.)",1971,Philippine Minor Languages: Word Lists and Phonologies. Oceanic Linguistics Special Publication No. 8. Honolulu: University of Hawai'i Press.,AKW
SANGIR,"Reid, Lawrence A. (ed.)",1971,Philippine Minor Languages: Word Lists and Phonologies. Oceanic Linguistics Special Publication No. 8. Honolulu: University of Hawai'i Press.,AKW
SANGIR_2,"Sneddon, James Neil",1984,"Proto-Sangiric and the Sangiric Languages. Pacific linguistics / Linguistic Circle of Canberra: Series B, Monographs Vol. 91. Canberra: Dept. of Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",AKW
SANGISARI,"Christensen, Arthur",1930,Contributions à la dialectologie Iranienne 2. København: Adr. Fred. Høst and Søn.,
SANGO,"Samarin, William J.",1967,A grammar of Sango. The Hague: Mouton.,CB
SANGO_2,"Moñino, Yves (ed.)",1988,Lexique comparatif des langues oubanguiennes. Paris: Librairie Orientaliste Paul Geuthner pour la Laboratoire de Langues et Civilisations à Tradition Orale (LACITO)/Département Languages et Parole en Afrique Central (LAPAC).,SW/GS
SANGO_3,"Eboué, Félix",1918,"Langues sango, banda, baya, mandjia. Notes grammaticales. Paris: Larose.",SW/GS
SANGU,"Nurse, Derek and Gérard Philippson",1975/99,The Tanzanian Language Survey. http://www.cbold.ish-lyon.cnrs.fr/.,SW/GS
SANGU_1,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
SANGU_2,"Van der Veen, Lolke",2011,Projet ALGAB (Atlas Linguistique du Gabon). RefLex.,SW/GS
SANGU_3,"Van der Veen, Lolke",2011,Projet ALGAB (Atlas Linguistique du Gabon). RefLex.,SW/GS
SANI_AMAMI,"Nakamatsu, Takeo",1987,Ry?ky? h?gen jiten [Ryukyuan Dialects Dictionary].,AM
SANI_YI,Deng Xiaohua (???) and Wang Shiyuan (???),2009,??????????? (Classification of the languages and dialects of China). Beijing: Zhonghua Shuju (????).,AM
SANIMA,"Migliazza, Ernest Cesar",2005[1972],Yanomama grammar and intelligibility. Ann Arbor: UMI.,AKW
SANIO,"Dye, Wayne, P. Townsend and W. Townsend",1968,The Sepik Hill languages: A preliminary report. Oceania 39(2). 146-156.,AM/MSD
SANIO_2,"Laycock, Donald C.",n.d.,"Notebook D33: Selected Research Papers of Don Laycock on Languages in Papua New Guinea: Papi, Walio, Sanio (Saniyo), Pai (Pei).ÊDon Laycock (compiler). n.d. Pacific And Regional Archive for Digital Sources in Endangered Cultures (PARADISEC). paradisec.org.au/repository/DL2/items/042.",MSD
SANJIANG_KAM,"Wu, Manxiang",2015,"A grammar of Sanjiang Kam. Ph.D. dissertation, University of Hong Kong.",MSD
SANKARAN_MANINKA,"Spears, Richard A.",1965,The structure of Faranah-Maninka. Bloomington: Indiana University Ph.D. dissertation.,TVV
SANSI,"Bailey, Thomas Grahame",1908,"The Languages of the Northern Himalayas, being studies in the grammar of twenty-six Himalayan dialects (Asiatic Society Monographs XII). London: The Royal Asiatic Society.",JB
SANSKRIT,"Prakash Shastri, Ved and Kant Pandey, Shashi",2002,"English-Sanskrit-Hindi dictionary. New Delhi, India: Neeta prakashan.; Martin Kümmel, p.c. 2005.",AM
SANTA_ANA_HUEYTLALPAN_OTOMI,"Lastra de Suárez, Yolanda",2001,"Cuestionario para la dialectología del Otomí: Frases y vocabularios suplementarios. In Unidad y diversidad de la lengua: Relatos Otomies, 295-403. México: Universidad Nacional Autónoma de México.",MSD
SANTA_ANA_KERES,"Miller, Wick R. and Irvine Davis",1963,Proto-Keresan phonology. International Journal of American Linguistics 29. 310-330.,SW
SANTA_ANA_OWA,,,http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007),AM
SANTA_INES_YATZECHI_ZAPOTEC,,,http://www.sil.org/mexico/WorkPapers/WP001-PDF/BasicVocabZapotec.pdf. [Data supplied by Stephen Marlett.],AM
SANTA_MARIA_QUIEGOLANI_ZAPOTEC,,,http://www.sil.org/mexico/WorkPapers/WP001-PDF/BasicVocabZapotec.pdf. [Data supplied by Stephen Marlett.],AM
SANTA_MONGOLIAN,"Field, Kenneth Lynn",1997,"A grammatical overview of Santa Mongolian. Ph.D. dissertation, University of California, Santa Barbara.",
SANTALI,Minegishi Makoto,1990,Santali English Japanese wordlist: A Preliminary Report In  ?????????????? (Journal of Asian and African Studies) 39. 69-84.,AM
SANTO_DOMINGO_KERES,"Miller, Wick R. and Irvine Davis",1963,Proto-Keresan phonology. International Journal of American Linguistics 29. 310-330.,SW
SANTOMENSE,"Lorenzino, Gerardo A.",1998,The Angolar Creole Portuguese of Sao Tomé. Its grammar and sociolinguistic history. München: Lincom Europa.,VV
SANUMA,,,"http://paginas.terra.com.br/educacao/GICLI/ListasEnglish.htm.; data from Borgman, Donald. 1986. Sanumá. In Derbshire, Desmond and Geoffrey Pullum (eds.), Handbook of Amazonian Languages II, 15-248. Berlin: Mouton de Gruyter.",CB
SANY,"Witte, P. de",1955,"Taalstudie bij de Basakata. Annales du Musée Royal du Congo Belge: Série in 8o. Sciences de l'homme, Linguistique. Vol. 10.  Tervuren.",AKW
SANZHI_DARGI,"Forker, Diana",n.d.,[Data supplied by Diana Forker et al.],AM
SAOCH,"Ueda, Hiromi and Tomoko Okada",2003,"Saoc vocabular. In Ueda, Hiromi (ed.), Reports on minority languages in Mainland Southeast Asia, 77-103. Osaka: ELPR.",JB
SAPARUA_HARIA,"Stokhof, W. A. L. (ed.)",1982,"Holle lists: Vocabularies in languages of Indonesia 3/4, Materials in Languages of Indonesia 16. Pacific Linguistics D-50. 137-150. Canberra: Department of Linguistics, Research School of Pacific Studies, Australian National University.",AKW
SAPARUA_IHAMAHU,"Stokhof, W. A. L. (ed.)",1982,"Holle lists: Vocabularies in languages of Indonesia 3/4, Materials in Languages of Indonesia 16. Pacific Linguistics D-50. 167-179. Canberra: Department of Linguistics, Research School of Pacific Studies, Australian National University.",AKW
SAPARUA_OUW,"Stokhof, W. A. L. (ed.)",1982,"Holle lists: Vocabularies in languages of Indonesia 3/4, Materials in Languages of Indonesia 16. Pacific Linguistics D-50. 151-166. Canberra: Department of Linguistics, Research School of Pacific Studies, Australian National University.",AKW
SAPE,"Migliazza, Ernest Cesar",1978,"Maku, Sapé and Uruak languages. Current status and basic lexicon. Anthropological Linguistics 20(3). 133-140.",PE/SW
SAPOLEWA_SOOW_KWELE_ULUI_SERAM,"Stokhof, W. A. L. (ed.)",1981,"Holle lists: Vocabularies in languages of Indonesia 3/2 Central Moluccas: Seram (II). Materials in Languages of Indonesia 10, 193-207. Pacific Linguistics D-44. Canberra: Australian National University, Department of Linguistics.",
SAPONI,"Clouse, Duane A.",1997,"Toward a reconstruction and reclassification of the Lakes Plain languages of Irian Jaya. In Karl J. Franklin (ed.), Papers in Papuan linguistics No. 2 (Pacific Linguistics: Series A 85), 133-236. Canberra: Research School of Pacific and Asian Studies, Australian National University.",JB
SAPUAN,"Jacq, Pascale and Paul Sidwell",1999,"Sapuan (S?puar). München: Lincom Europa.; Jacq, Pascale and Paul Sidwell. 2000. A comparative West Bahnaric dictionary. München: Lincom Europa.",SW/VV
SAR_CHAD,"Boyeldieu, Pascal",2000,Identité tonale et filiation des langues sara-bongo-baguirmiennes (Afrique Centrale). Köln: Rüdiger Köppe Verlag.,SW/VV
SAR_INDONESIA,"Klamer, Marian",n.d.,[Data supplied by Marian Klamer.],
SARA_KABA,"Chabrelie, Louis.",1935,Notes sur langue des Sara avec un vocabulaire comparatif des diffe?rents dialectes. Journal de la Socie?te? des Africanistes V(2). 125-151.,TVV
SARAMACCAN,"Rountree, Catherine, Jajo Asodanoe and Naomi Glock",2000,Saramaccan-English word list (with idioms) (Saramaccaan-Engels woordenlijst). Paramaribo: Summer Institute of Linguistics.,CB
SARAMACCAN_2,"Good, Jeff",n.d.,"Saramaccan, in WOLD, edited by Martin Haspelmath and Uri Tadmor. http://wold.clld.org/vocabulary/36",
SARAVEKA,"Créqui-Montfort, Georges de and Paul Rivet",1913,Linguistique bolivienne. La langue Saraveka. Journal de la Sociétè des Americanistes de Paris 10. 497-540. Paris. [Data supplied by Robert Walker.],
SARAWANDORI,"Jones, L. B.",1986,The dialects of Yawa. Papers in New Guinea linguistics 25. 31-68.,VV
SARCEE,"Hoijer, Harry",1956,The chronology of the Athapaskan languages. International Journal of American Linguistics 22. 219-232,OB
SARDINIAN,"Rea, J. A.",1958,"Concerning the validity of lexicostatistics. International Journal of American Linguistics, 24. 145-150. Chicago: The University of Chicago Press.",JB
SARDINIAN_CAMPIDANESE,"Narumov, Boris",2001,"Sardinskij jazyk. In: Jazyki mira. Romanskie jazyki. pp 160-186, Moskva: Akademia. GILD 2015. Ballicu, Simone; Pintus, Marco and Fadda, Alessia – Sardinian Campidanese Questionnaire",DA
SARDINIAN_LOGUDARESE,"Narumov, Boris",2001,"Sardinskij jazyk. In: Jazyki mira. Romanskie jazyki. pp 160-186, Moskva: Akademia.",DA
SARI,"Yoshie, Satoko",1996,S?ri Dialect. Tokyo: Institute for the Languages and Cultures of Asia and Africa.,MSD
SARIKOLI,"Shaw, R. B.",1876,On the Ghalchah languages (Wakhí and Sarikolí). Journal of the Asiatic Society of Bengal 45. 139-278.,JB
SARTANG,"Blench, Roger and Mark Post",2011,(De)classifying Arunachal languages: Reconsidering the evidence. Ms.,JB
SARUDU,"Grimes, Charles E. and Barbara D. Grimes",1987,Languages of South Sulawesi. Canberra: The Australian National University.,JB
SARUGA,"Z'graggen, Johannes A.",1980,"A Comparative Word list of the Mabuso Languages, Madang Province, Papua New Guinea. Pacific Linguistics D-32. Canberra: Australian National University.",CB
SASAK,,,http://language.psy.auckland.ac.nz/austronesian/about.php (accessed February 2008),AM/MD
SASSARESE,"Bazzoni, Gian Paolo",2001,Dizionario Fraseologico Sassarese-Italiano,SW
SATAWALESE,"Roddy, Kevin M.",2007,"A sketch grammar of Satawalese, the language of Satawal Island, Yap State, Micronesia. University of Hawai'i at Manoa.",JB
SATERE_MAWE,"Silva, Raynice Geraldine Pereira da",2005,"Estudo fonológico da língua Sateré-Mawé. Dissertação de Mestrado: Instituto de Estudos da Linguagem, UNICAMP.; Rodrigues, Aryon D. and Dietrich, Wolf. 1997. On the linguistic relationship between Mawé and Tupí-Guaraní. Diachronica 14. 2. 265-304.; Nimuendaju, Curt. 1929. Zur Sprache der Maué Indianer. Journal de la Societé des Americanistes de Paris, Tome XXI, Fase I. 131-141. Paris.; Graham, Sue. 1995. Sateré-Mawé Pedagogical Grammar. Arquivo Lingüístico 210. Brasília: SIL.; Franceschini, Dulce. 1999. La langue Sateré-Mawé: Description and analyse morphosyntaxique. Tese de Doutorado: Université Paris VII, Paris.",
SATPARA_SHINA,"Backstrom, Peter C. and Carla F. Radloff",1992,Sociolinguistic survey of Northern Pakistan 2. Languages of northern areas. Islamabad: National Institute of Pakistan Studies and Summer Institute of Linguistics.,SS
SAU,"Z'graggen, John",1975,"Comparative wordlists of the Gulf District and adjacent areas. In Richard Loving (ed.), Comparative wordlists I (Workpapers in Papua New Guinea Languages 14), 5-116. Ukarumpa: Summer Institute of Linguistics.",JB
SAURASHTRA,"Ucida, Norihiko and Obulan S. Subramanian",1990,A Saurashtra-English dictionary. Wiesbaden: Harrassowitz.,AKW
SAURI,"Fleming, Harold C.",1968,Ethiopic language history: Testing linguistic hypotheses in an archaeological and documentary context. Ethnohistory 15. 353-388. Duke University Press.,ZM
SAURIA_PAHARIA,"Andronov, Mikhail S.",1964,Lexicostatistic analysis of the chronology of disintegration of proto-Dravidian. Indo-Iranian Journal 7.2-3. 170-186.,AM
SAUSE,Smits. L. and C. L. Voorhoeve (eds.),1995,The J.C. Anceaux Collection of Wordlists from Irian Jaya Languages. B: Non-Austronesian Languages (Part I). Leiden-Jakarta: DSALCUL/IRIS.,JB
SAUSI,"Z'graggen, Johannes A.",1980,"A Comparative Word list of the Mabuso Languages, Madang Province, Papua New Guinea. Pacific Linguistics D-30. Canberra: Australian National University.",CB
SAVARA,Tea districts labour association,1927,Savara: language hand-book. Calcutta: Bornadi.,JB
SAVI,"Decker, Kendall D.",1992,"Sociolinguistic survey of Northern Pakistan 5: Languages of Chitral. SIL & National Institute of Pakistanti Studies, Quaid-i-Azam University.",AM
SAVOSAVO,Wegener,2011,Personal Communication to Simon Greenhill.,SW/MSD
SAVU,,,[http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007).],AM
SAWA,"Voorhoeve, C. L.",1971,"Miscellaneous notes on languages in West Irian, New Guinea. In: Boxwell, Maurice (ed.). Papers in New Guinea Linguistics No. 14. Canberra: Australian National University. Pacific linguistics / Linguistic Circle of CanberraÂ : Series A, Occasional papers. 47-115.",AKW
SAWAI_UnnamedInSource,The Rosetta Project,n.d.,[Data supplied by Timothy Usher.],SW
SAWERU,"Ayeri, Altons and Mark Donohue",n.d.,"Yafan (Saweru), Daftar kata Bahasa Saweru, Saweru Wordlist. Ms.",MSD
SAWILA,"Stokhof, W. A. L.",1975,"Preliminary notes on the Alor and Pantar languages (East Indonesia). Pacific Linguistics B-43. Canberra: Department of Linguistics. Research School of Pacific Studies, Australian National Universiy.",
SAWILA_2,"Robinson, Laura C. and Gary Holton",2012,Internal classification of the Alor-Pantar language family using computational methods applied to the lexicon. Language Dynamics and Change 2(2). 123-149.,AKW
